user,date,komentar,reviewCreatedVersion
Tambunan Pendi,2025-05-14 01:59:17,"saya ikut serta menikmati begitu bagus layanan My Telkomsel ni,,tapi kok sinyalnya lelet banget sih.......🤔🤔🤔🤔🤔🤔",8.7.0
kiboy kiyoboy,2025-05-14 01:51:07,aplikasi nggak guna ah.. jaringan stabil pun gak bisa kebuka ni aplikasi,8.7.0
Conlay Rimbo,2025-05-14 01:44:13,aplikasi makin aneh. jaringan bagus padahal . mau buka buat ngecek pulsa atau data aja loading Mulu. apalagi mau beli paket. lamanya bukan main. mending manual pake *888#,8.7.0
Fauzan L Z,2025-05-14 01:40:44,"aplikasi banyak bermasalah, cuma mau cek kuata aja loadingnya lama bener padahal sinyal bagus",8.7.0
Pino Ramelan006,2025-05-14 01:38:24,aplikasi loding lama bgt klo ga di hpus data dulu ga bisa buka² mohon di perbaiki lgi,8.7.0
ayik tarchimansyah,2025-05-14 01:38:00,aplikasi terlalu berat dan katanya terhubung ke aplikasi indihome tapi dikoneksikan ga bisa gagal terus..,8.7.0
Gatra Prasetyan,2025-05-14 01:37:12,Aplikasi lelet meskipun di jaringan yang bagus dan stabil,8.7.0
Rizka Maiya,2025-05-14 01:27:37,"ni aplikasi knapa lemot kali, setiap cek koata pasti gak bisa"" harus di hapus dulu baru donlod lg, capek gitu"" trus mending perbaiki lagi lah",8.7.0
Ardan Mp,2025-05-14 01:24:43,Aduhai lemotnya,8.7.0
ardi anto,2025-05-14 01:22:16,"aplikasi kek taii, kuota tekomsel mahal. aplikasi lalod.",8.7.0
Alfyan Krishna,2025-05-14 01:19:10,setelah di-update sering keluar sendiri dari aplikasi.. mau beli paket data susah karena mau klik udah keluar sendiri,8.7.0
Pengguna Google,2025-05-14 01:04:13,mantap,8.7.0
ridwan nasution,2025-05-14 01:03:23,aplikasi ini sangat cocok banget buat saya tapi kalo harganya di marahin pasti lebih banyak pengikut ya,8.7.0
Agil Mumtaz,2025-05-14 01:01:25,lelet banget kalau mau buka apknya pake kuota giliran wifi lancar. mohon di permudah biar sama sama adil. ini sinyal udah 4G+ lancar cuman buka apknya aja lambat.,8.7.0
Quinsha Almeyra,2025-05-14 00:51:23,"aplikasi nya sering bug, mau beli kuota mute muter terus tolong di perbaiki",8.7.0
Gunggekrahma,2025-05-14 00:50:01,"Selalu disuruh login terus. muakk banget padahal udh login dgn nomor indihome tidak bisa, email juga tidak bisa. mending pisah aja untuk indihome sama telkomsel kayak dulu lagi. bikin ribettt aja. muak bgt disuruh login terus tiap mau buka apk ini!! udh coba login malah gabisa terus!!!",8.7.0
MLD blck,2025-05-14 00:29:25,ok,8.7.0
GAZA GAMING,2025-05-14 00:18:34,kenapa paket super seru saya hilang dan sekarang paketnya ganti jadi mahal²,8.7.0
shevaa,2025-05-14 00:18:22,aplikasi ga jelas ga bisa ke bayar apaan,8.7.0
Indah Hidayyahmi,2025-05-14 00:15:45,"bisa nggak sih kode otp dikirim lewat Whatsapp aja. saya di papua susah sinyal, mau buka my telkomsel harus pake kode otp sms. disini pake wifi, sms nggak bisa masuk. tolonglah ya diperbaiki biar bisa kirim kode otp lewat WA",8.7.0
Sam Djiro,2025-05-14 00:15:04,"harga paket belajar makin mahal, terpaksa pindah pakai provider lain cari paket utama yg murah buat anak. biasanya pakai tsel lngganan pket pelajar krna buat bljr anak biar gak akses yt jd fokus bljr edukasi. lebih murah pakai indosat atau xl",8.7.0
Rahma Sarita,2025-05-14 00:10:06,sangat lelet padahal kouta sama jaringan bagus,8.7.0
Aldi Pratama almira,2025-05-14 00:01:13,cek koata susah payah ini,8.7.0
Adi siswoyo,2025-05-13 23:51:41,lemot lelet gak jelas,8.7.0
Wahyu Saskia,2025-05-13 23:39:17,sebagai aplikasi BUMN parah lemot bangett si,8.7.0
Yogie Ernaldo,2025-05-13 23:27:51,aplikasi sering erorr setiap beberapa hari tidak masuk pasti sisa kuota di aplikasi ini tidak jalan. memang tidak layak aplikasi ini di gunakan,8.7.0
Fahri Indrawan,2025-05-13 23:18:16,makin lama makin ga guna,8.7.0
kang maz,2025-05-13 23:15:58,"bikin greget,. Gk bisa dibuka """,8.7.0
